id,word,deng,ji,situation,wfreq,sfreq,newlink,bopomofo,pinyin
11362,驚天動地,精熟,第7級,,4,1,"[['驚天動地', ['23673']]]",ㄐㄧㄥ ㄊㄧㄢ ㄉㄨㄥˋ ㄉㄧˋ,jīng tiān dòng dì
11363,經文,精熟,第7級,,7,19,[],ㄐㄧㄥ ㄨㄣˊ,jīng wén
11364,驚心動魄,精熟,第7級,,4,2,"[['驚心動魄', ['23691']]]",ㄐㄧㄥ ㄒㄧㄣ ㄉㄨㄥˋ ㄆㄛˋ,jīng xīn dòng pò
11365,驚豔,精熟,第7級,,3,4,"[['驚豔', ['45214']]]",ㄐㄧㄥ ㄧㄢˋ,jīng yàn
11366,精益求精,精熟,第7級,,2,1,"[['精益求精', ['23606']]]",ㄐㄧㄥ ㄧˋ ㄑㄧㄡˊ ㄐㄧㄥ,jīng yì qiú jīng
11367,晶瑩,精熟,第7級,,4,1,"[['晶瑩', ['23664']]]",ㄐㄧㄥ ㄧㄥˊ,jīng yíng
11368,精於,精熟,第7級,,4,2,[],ㄐㄧㄥ ㄩˊ,jīng yú
11369,精湛,精熟,第7級,,4,4,"[['精湛', ['23591']]]",ㄐㄧㄥ ㄓㄢˋ,jīng zhàn
11370,警車,精熟,第7級,,4,4,"[['警車', ['23740']]]",ㄐㄧㄥˇ ㄔㄜ,jǐng chē
11371,警戒,精熟,第7級,,7,13,"[['警戒', ['23728']]]",ㄐㄧㄥˇ ㄐㄧㄝˋ,jǐng jiè
11372,井井有條,精熟,第7級,,2,1,"[['井井有條', ['23704']]]",ㄐㄧㄥˇ ㄐㄧㄥˇ ㄧㄡˇ ㄊㄧㄠˊ,jǐng jǐng yǒu tiáo
11373,景況,精熟,第7級,,4,5,"[['景況', ['23710']]]",ㄐㄧㄥˇ ㄎㄨㄤˋ,jǐng kuàng
11374,井然有序,精熟,第7級,,4,2,"[['井然有序', ['23706']]]",ㄐㄧㄥˇ ㄖㄢˊ ㄧㄡˇ ㄒㄩˋ,jǐng rán yǒu xù
11375,井水,精熟,第7級,,3,1,[],ㄐㄧㄥˇ ㄕㄨㄟˇ,jǐng shuǐ
11376,景仰,精熟,第7級,,4,2,"[['景仰', ['23715']]]",ㄐㄧㄥˇ ㄧㄤˇ,jǐng yǎng
11377,景致,精熟,第7級,,5,5,[],ㄐㄧㄥˇ ㄓˋ,jǐng zhì
11378,境地,精熟,第7級,,7,0,"[['境地', ['23795']]]",ㄐㄧㄥˋ ㄉㄧˋ,jìng dì
11379,境況,精熟,第7級,,3,0,"[['境況', ['23796']]]",ㄐㄧㄥˋ ㄎㄨㄤˋ,jìng kuàng
11380,痙攣,精熟,第7級,,9,1,"[['痙攣', ['23765']]]",ㄐㄧㄥˋ ㄌㄨㄢˊ,jìng luán
11381,靜脈,精熟,第7級,,6,3,"[['靜脈', ['23779']]]",ㄐㄧㄥˋ ㄇㄞˋ,jìng mài
11382,靜謐,精熟,第7級,,4,3,"[['靜謐', ['23780']]]",ㄐㄧㄥˋ ㄇㄧˋ,jìng mì
11383,競相,精熟,第7級,,4,2,[],ㄐㄧㄥˋ ㄒㄧㄤ,jìng xiāng
11384,敬仰,精熟,第7級,,3,0,"[['敬仰', ['23825']]]",ㄐㄧㄥˋ ㄧㄤˇ,jìng yǎng
11385,敬業,精熟,第7級,,4,1,"[['敬業', ['23823']]]",ㄐㄧㄥˋ ㄧㄝˋ,jìng yè
11386,境遇,精熟,第7級,,4,1,"[['境遇', ['23798']]]",ㄐㄧㄥˋ ㄩˋ,jìng yù
11387,逕自,精熟,第7級,,6,0,"[['逕自', ['23761']]]",ㄐㄧㄥˋ ㄗˋ,jìng zì
11388,驚呆,精熟,第7級,,3,0,[],ㄐㄧㄥ ㄉㄞ,jīngdāi
11389,窘,精熟,第7級,,3,0,"[['窘', ['24339']]]",ㄐㄩㄥˇ,jiǒng
11390,窘境,精熟,第7級,,6,8,"[['窘境', ['24343']]]",ㄐㄩㄥˇ ㄐㄧㄥˋ,jiǒng jìng
11391,窘迫,精熟,第7級,,3,1,"[['窘迫', ['24340']]]",ㄐㄩㄥˇ ㄆㄛˋ,jiǒng pò
11392,迥然不同,精熟,第7級,,3,1,"[['迥然不同', ['24337']]]",ㄐㄩㄥˇ ㄖㄢˊ ㄅㄨˋ ㄊㄨㄥˊ,jiǒng rán bù tóng
11393,迥異,精熟,第7級,,4,1,"[['迥異', ['24338']]]",ㄐㄩㄥˇ ㄧˋ,jiǒng yì
11394,揪,精熟,第7級,,4,1,"[['揪', ['22587']]]",ㄐㄧㄡ,jiū
11395,糾葛,精熟,第7級,,4,3,"[['糾葛', ['22576']]]",ㄐㄧㄡ ㄍㄜˊ,jiū gé
11396,糾結,精熟,第7級,,7,5,"[['糾結', ['22579']]]",ㄐㄧㄡ ㄐㄧㄝˊ,jiū jié
11397,玖,精熟,第7級,,1,0,"[['玖', ['22621']]]",ㄐㄧㄡˇ,jiǔ
11398,久留,精熟,第7級,,2,0,"[['久留', ['22612']]]",ㄐㄧㄡˇ ㄌㄧㄡˊ,jiǔ liú
11399,九霄雲外,精熟,第7級,,2,0,"[['九霄雲外', ['22600']]]",ㄐㄧㄡˇ ㄒㄧㄠ ㄩㄣˊ ㄨㄞˋ,jiǔ xiāo yún wài
11400,救濟,精熟,第7級,,6,13,"[['救濟', ['22707']]]",ㄐㄧㄡˋ ㄐㄧˋ,jiù jì
11401,就寢,精熟,第7級,,7,1,"[['就寢', ['22728']]]",ㄐㄧㄡˋ ㄑㄧㄣˇ,jiù qǐn
11402,就事論事,精熟,第7級,,2,1,"[['就事論事', ['22733']]]",ㄐㄧㄡˋ ㄕˋ ㄌㄨㄣˋ ㄕˋ,jiù shì lùn shì
11403,救星,精熟,第7級,,2,3,"[['救星', ['22708']]]",ㄐㄧㄡˋ ㄒㄧㄥ,jiù xīng
11404,就緒,精熟,第7級,,5,1,"[['就緒', ['22729']]]",ㄐㄧㄡˋ ㄒㄩˋ,jiù xù
11405,極為,精熟,第7級,,59,7,[],ㄐㄧˊㄨㄟˊ,jíwéi
11406,居高臨下,精熟,第7級,,2,1,"[['居高臨下', ['23871']]]",ㄐㄩ ㄍㄠ ㄌㄧㄣˊ ㄒㄧㄚˋ,jū gāo lín xià
11407,拘謹,精熟,第7級,,5,1,"[['拘謹', ['23855']]]",ㄐㄩ ㄐㄧㄣˇ,jū jǐn
11408,拘禁,精熟,第7級,,3,1,"[['拘禁', ['23856']]]",ㄐㄩ ㄐㄧㄣˋ,jū jìn
11409,拘泥,精熟,第7級,,4,1,"[['拘泥', ['23853']]]",ㄐㄩ ㄋㄧˋ,jū nì
11410,居心,精熟,第7級,,4,0,"[['居心', ['23875']]]",ㄐㄩ ㄒㄧㄣ,jū xīn
11411,菊,精熟,第7級,,5,11,"[['菊', ['23901']]]",ㄐㄩˊ,jú
11412,侷促,精熟,第7級,,2,1,"[['侷促', ['23896']]]",ㄐㄩˊ ㄘㄨˋ,jú cù
11413,局外人,精熟,第7級,,4,1,"[['局外人', ['23894']]]",ㄐㄩˊ ㄨㄞˋ ㄖㄣˊ,jú wài rén
11414,舉凡,精熟,第7級,,5,4,"[['舉凡', ['23935']]]",ㄐㄩˇ ㄈㄢˊ,jǔ fán
11415,舉目,精熟,第7級,,3,2,"[['舉目', ['23932']]]",ㄐㄩˇ ㄇㄨˋ,jǔ mù
11416,舉世聞名,精熟,第7級,,2,1,"[['舉世聞名', ['23947']]]",ㄐㄩˇ ㄕˋ ㄨㄣˊ ㄇㄧㄥˊ,jǔ shì wén míng
11417,鉅,精熟,第7級,,5,3,"[['鉅', ['23993']]]",ㄐㄩˋ,jù
11418,鋸,精熟,第7級,,3,11,"[['鋸', ['24026']]]",ㄐㄩˋ,jù
11419,句點,精熟,第7級,,4,4,"[['句點', ['24004']]]",ㄐㄩˋ ㄉㄧㄢˇ,jù diǎn
11420,鉅額,精熟,第7級,,3,1,"[['鉅額', ['24000']]]",ㄐㄩˋ ㄜˊ,jù é
11421,颶風,精熟,第7級,,6,11,"[['颶風', ['24021']]]",ㄐㄩˋ ㄈㄥ,jù fēng
11422,聚精會神,精熟,第7級,,4,2,"[['聚精會神', ['24042']]]",ㄐㄩˋ ㄐㄧㄥ ㄏㄨㄟˋ ㄕㄣˊ,jù jīng huì shén
11423,聚落,精熟,第7級,,10,18,"[['聚落', ['24036']]]",ㄐㄩˋ ㄌㄨㄛˋ,jù luò
11424,據實,精熟,第7級,,3,1,"[['據實', ['24074']]]",ㄐㄩˋ ㄕˊ,jù shí
11425,據悉,精熟,第7級,,1,0,"[['據悉', ['24072']]]",ㄐㄩˋ ㄒㄧ,jù xī
11426,鉅細靡遺,精熟,第7級,,4,2,"[['鉅細靡遺', ['23997']]]",ㄐㄩˋ ㄒㄧˋ ㄇㄧˇ ㄧˊ,jù xì mǐ yí
11427,巨著,精熟,第7級,,3,0,"[['巨著', ['23971']]]",ㄐㄩˋ ㄓㄨˋ,jù zhù
11428,捐獻,精熟,第7級,,3,2,"[['捐獻', ['24203']]]",ㄐㄩㄢ ㄒㄧㄢˋ,juān xiàn
11429,圈2,精熟,第7級,,51,56,"[['圈', ['24238', '26024']]]",ㄐㄩㄢˋ,juàn
11430,倦怠,精熟,第7級,,5,2,"[['倦怠', ['24225']]]",ㄐㄩㄢˋ ㄉㄞˋ,juàn dài
11431,眷戀,精熟,第7級,,4,2,"[['眷戀', ['24233']]]",ㄐㄩㄢˋ ㄌㄧㄢˋ,juàn liàn
11432,眷屬,精熟,第7級,,3,5,"[['眷屬', ['24235']]]",ㄐㄩㄢˋ ㄕㄨˇ,juàn shǔ
11433,絕頂,精熟,第7級,,7,1,"[['絕頂', ['24146']]]",ㄐㄩㄝˊ ㄉㄧㄥˇ,jué dǐng
11434,決鬥,精熟,第7級,,5,1,"[['決鬥', ['24091']]]",ㄐㄩㄝˊ ㄉㄡˋ,jué dòu
11435,絕跡,精熟,第7級,,3,4,"[['絕跡', ['24154']]]",ㄐㄩㄝˊ ㄐㄧ,jué jī
11436,絕技,精熟,第7級,,6,1,"[['絕技', ['24155']]]",ㄐㄩㄝˊ ㄐㄧˋ,jué jì
11437,絕境,精熟,第7級,,4,1,"[['絕境', ['24158']]]",ㄐㄩㄝˊ ㄐㄧㄥˋ,jué jìng
11438,決裂,精熟,第7級,,3,1,"[['決裂', ['24095']]]",ㄐㄩㄝˊ ㄌㄧㄝˋ,jué liè
11439,絕倫,精熟,第7級,,5,1,"[['絕倫', ['24150']]]",ㄐㄩㄝˊ ㄌㄨㄣˊ,jué lún
11440,攫取,精熟,第7級,,2,0,"[['攫取', ['24184']]]",ㄐㄩㄝˊ ㄑㄩˇ,jué qǔ
11441,決然,精熟,第7級,,3,5,"[['決然', ['24102']]]",ㄐㄩㄝˊ ㄖㄢˊ,jué rán
11442,絕少,精熟,第7級,,2,1,[],ㄐㄩㄝˊ ㄕㄠˇ,jué shǎo
11443,爵位,精熟,第7級,,6,0,[],ㄐㄩㄝˊ ㄨㄟˋ,jué wèi
11444,絕無僅有,精熟,第7級,,3,1,"[['絕無僅有', ['24171']]]",ㄐㄩㄝˊ ㄨˊ ㄐㄧㄣˇ ㄧㄡˇ,jué wú jǐn yǒu
11445,決意,精熟,第7級,,4,1,"[['決意', ['24106']]]",ㄐㄩㄝˊ ㄧˋ,jué yì
11446,絕招,精熟,第7級,,5,1,"[['絕招', ['24163']]]",ㄐㄩㄝˊ ㄓㄠ,jué zhāo
11447,絕症,精熟,第7級,,3,3,"[['絕症', ['24164']]]",ㄐㄩㄝˊ ㄓㄥˋ,jué zhèng
11448,軍備,精熟,第7級,,2,4,"[['軍備', ['24265']]]",ㄐㄩㄣ ㄅㄟˋ,jūn bèi
11449,軍閥,精熟,第7級,,19,4,"[['軍閥', ['24268']]]",ㄐㄩㄣ ㄈㄚˊ,jūn fá
11450,軍法,精熟,第7級,,4,0,"[['軍法', ['24269']]]",ㄐㄩㄣ ㄈㄚˇ,jūn fǎ
11451,軍艦,精熟,第7級,,7,6,"[['軍艦', ['24286']]]",ㄐㄩㄣ ㄐㄧㄢˋ,jūn jiàn
11452,軍士,精熟,第7級,,11,1,[],ㄐㄩㄣ ㄕˋ,jūn shì
11453,軍心,精熟,第7級,,4,1,"[['軍心', ['24292']]]",ㄐㄩㄣ ㄒㄧㄣ,jūn xīn
11454,軍營,精熟,第7級,,7,3,"[['軍營', ['24305']]]",ㄐㄩㄣ ㄧㄥˊ,jūn yíng
11455,軍政,精熟,第7級,,7,1,"[['軍政', ['24296']]]",ㄐㄩㄣ ㄓㄥˋ,jūn zhèng
11456,駿馬,精熟,第7級,,7,0,"[['駿馬', ['24327']]]",ㄐㄩㄣˋ ㄇㄚˇ,jùn mǎ
11457,俊美,精熟,第7級,,3,0,"[['俊美', ['24314']]]",ㄐㄩㄣˋ ㄇㄟˇ,jùn měi
11458,俊俏,精熟,第7級,,3,0,"[['俊俏', ['24316']]]",ㄐㄩㄣˋ ㄑㄧㄠˋ,jùn qiào
11459,據以,精熟,第7級,,3,0,[],ㄐㄩˋㄧˇ,jùyǐ
11460,開採,精熟,第7級,,3,13,"[['開採', ['18215']]]",ㄎㄞ ㄘㄞˇ,kāi cǎi
11461,開場白,精熟,第7級,,4,1,"[['開場白', ['18199']]]",ㄎㄞ ㄔㄤˊ ㄅㄞˊ,kāi cháng bái
11462,開導,精熟,第7級,,3,2,"[['開導', ['18133']]]",ㄎㄞ ㄉㄠˇ,kāi dǎo
11463,開工,精熟,第7級,,3,6,"[['開工', ['18162']]]",ㄎㄞ ㄍㄨㄥ,kāi gōng
11464,開墾,精熟,第7級,,7,15,"[['開墾', ['18165']]]",ㄎㄞ ㄎㄣˇ,kāi kěn
11465,開口,精熟,第7級,,67,22,"[['開口', ['18164']]]",ㄎㄞ ㄎㄡˇ,kāi kǒu
11466,開溜,精熟,第7級,,2,0,"[['開溜', ['18153']]]",ㄎㄞ ㄌㄧㄡ,kāi liū
11467,開路,精熟,第7級,,4,1,"[['開路', ['18154']]]",ㄎㄞ ㄌㄨˋ,kāi lù
11468,開門見山,精熟,第7級,,3,1,"[['開門見山', ['18119']]]",ㄎㄞ ㄇㄣˊ ㄐㄧㄢˋ ㄕㄢ,kāi mén jiàn shān
11469,開竅,精熟,第7級,,5,2,"[['開竅', ['18182']]]",ㄎㄞ ㄑㄧㄠˋ,kāi qiào
11470,開通,精熟,第7級,,3,4,"[['開通', ['18147']]]",ㄎㄞ ㄊㄨㄥ,kāi tōng
11471,開脫,精熟,第7級,,3,0,"[['開脫', ['18145']]]",ㄎㄞ ㄊㄨㄛ,kāi tuō
11472,開宗明義,精熟,第7級,,3,2,"[['開宗明義', ['18214']]]",ㄎㄞ ㄗㄨㄥ ㄇㄧㄥˊ ㄧˋ,kāi zōng míng yì
11473,楷模,精熟,第7級,,5,2,"[['楷模', ['18248']]]",ㄎㄞˇ ㄇㄛˊ,kǎi mó
11474,慨然,精熟,第7級,,2,0,"[['慨然', ['18236']]]",ㄎㄞˇ ㄖㄢˊ,kǎi rán
11475,看管,精熟,第7級,,4,1,"[['看管', ['18401']]]",ㄎㄢ ㄍㄨㄢˇ,kān guǎn
11476,砍伐,精熟,第7級,,4,14,"[['砍伐', ['18425']]]",ㄎㄢˇ ㄈㄚ,kǎn fā
11477,侃侃而談,精熟,第7級,,4,3,"[['侃侃而談', ['18433']]]",ㄎㄢˇ ㄎㄢˇ ㄦˊ ㄊㄢˊ,kǎn kǎn ér tán
11478,坎坷,精熟,第7級,,5,5,"[['坎坷', ['18423']]]",ㄎㄢˇ ㄎㄜˇ,kǎn kě
11479,看準,精熟,第7級,,3,4,"[['看準', ['18462']]]",ㄎㄢˋ ㄓㄨㄣˇ,kàn zhǔn
11480,炕,精熟,第7級,,6,3,"[['炕', ['18529']]]",ㄎㄤˋ,kàng
11481,亢奮,精熟,第7級,,7,1,"[['亢奮', ['18505']]]",ㄎㄤˋ ㄈㄣˋ,kàng fèn
11482,抗衡,精熟,第7級,,7,5,"[['抗衡', ['18518']]]",ㄎㄤˋ ㄏㄥˊ,kàng héng
11483,抗生素,精熟,第7級,,9,7,"[['抗生素', ['18522']]]",ㄎㄤˋ ㄕㄥ ㄙㄨˋ,kàng shēng sù
11484,拷打,精熟,第7級,,3,0,"[['拷打', ['18283']]]",ㄎㄠˇ ㄉㄚˇ,kǎo dǎ
11485,考古,精熟,第7級,,7,15,"[['考古', ['18261']]]",ㄎㄠˇ ㄍㄨˇ,kǎo gǔ
11486,考核,精熟,第7級,,7,1,"[['考核', ['18262']]]",ㄎㄠˇ ㄏㄜˊ,kǎo hé
11487,靠不住,精熟,第7級,,2,0,"[['靠不住', ['18295']]]",ㄎㄠˋ ㄅㄨˊ ㄓㄨˋ,kào bú zhù
11488,靠攏,精熟,第7級,,4,1,"[['靠攏', ['18297']]]",ㄎㄠˋ ㄌㄨㄥˇ,kào lǒng
11489,靠山,精熟,第7級,,4,3,"[['靠山', ['18299']]]",(一)ㄎㄠˋ ㄕㄢ,kào shān
11490,犒賞,精熟,第7級,,3,3,"[['犒賞', ['18291']]]",ㄎㄠˋ ㄕㄤˇ,kào shǎng
11491,窠臼,精熟,第7級,,3,1,"[['窠臼', ['17958']]]",ㄎㄜ ㄐㄧㄡˋ,kē jiù
11492,科舉,精熟,第7級,,11,2,"[['科舉', ['17945']]]",ㄎㄜ ㄐㄩˇ,kē jǔ
11493,苛刻,精熟,第7級,,5,1,"[['苛刻', ['17932']]]",ㄎㄜ ㄎㄜˋ,kē kè
11494,顆粒,精熟,第7級,,7,9,"[['顆粒', ['17961']]]",ㄎㄜ ㄌㄧˋ,kē lì
11495,苛求,精熟,第7級,,3,1,"[['苛求', ['17934']]]",ㄎㄜ ㄑㄧㄡˊ,kē qiú
11496,磕頭,精熟,第7級,,7,1,"[['磕頭', ['17964']]]",ㄎㄜ ㄊㄡˊ,kē tóu
11497,苛責,精熟,第7級,,3,1,"[['苛責', ['17936']]]",ㄎㄜ ㄗㄜˊ,kē zé
11498,可蘭經,精熟,第7級,,1,2,[],ㄎㄜˇ ㄌㄢˊ ㄐㄧㄥ,kě lán jīng
11499,可取,精熟,第7級,,3,1,"[['可取', ['17996']]]",ㄎㄜˇ ㄑㄩˇ,kě qǔ
11500,可望,精熟,第7級,,4,7,"[['可望', ['18019']]]",ㄎㄜˇ ㄨㄤˋ,kě wàng
11501,克敵,精熟,第7級,,3,1,"[['克敵', ['18030']]]",ㄎㄜˋ ㄉㄧˊ,kè dí
11502,刻骨銘心,精熟,第7級,,2,2,"[['刻骨銘心', ['18047']]]",ㄎㄜˋ ㄍㄨˇ ㄇㄧㄥˊ ㄒㄧㄣ,kè gǔ míng xīn
11503,客套,精熟,第7級,,3,0,"[['客套', ['18061']]]",ㄎㄜˋ ㄊㄠˋ,kè tào
11504,嗑藥,精熟,第7級,,5,0,[],ㄎㄜˋ ㄧㄠˋ,kè yào
11505,懇切,精熟,第7級,,4,1,"[['懇切', ['18484']]]",ㄎㄣˇ ㄑㄧㄝˋ,kěn qiè
11506,鏗鏘,精熟,第7級,,3,3,"[['鏗鏘', ['18538']]]",ㄎㄥ ㄑㄧㄤ,kēng qiāng
11507,吭聲,精熟,第7級,,5,1,"[['吭聲', ['18536']]]",ㄎㄥ ㄕㄥ,kēng shēng
11508,空檔2,精熟,第7級,,9,8,"[['空檔', ['18909', '18977']]]",ㄎㄨㄥ ㄉㄤˇ,kōng dǎng
11509,空空如也,精熟,第7級,,2,0,[],ㄎㄨㄥ ㄎㄨㄥ ㄖㄨˊ ㄧㄝˇ,kōng kōng rú yě
11510,空曠,精熟,第7級,,4,5,"[['空曠', ['18920']]]",ㄎㄨㄥ ㄎㄨㄤˋ,kōng kuàng
11511,空前絕後,精熟,第7級,,3,1,"[['空前絕後', ['18930']]]",ㄎㄨㄥ ㄑㄧㄢˊ ㄐㄩㄝˊ ㄏㄡˋ,kōng qián jué hòu
11512,空無一人,精熟,第7級,,3,0,[],ㄎㄨㄥ ㄨˊ ㄧˋ ㄖㄣˊ,kōng wú yì rén
11513,空襲,精熟,第7級,,3,18,"[['空襲', ['18931']]]",ㄎㄨㄥ ㄒㄧˊ,kōng xí
11514,恐懼症,精熟,第7級,,5,1,[],ㄎㄨㄥˇ ㄐㄩˋ ㄓㄥˋ,kǒng jù zhèng
11515,恐龍,精熟,第7級,,7,21,"[['恐龍', ['18969']]]",ㄎㄨㄥˇ ㄌㄨㄥˊ,kǒng lóng
11516,控管,精熟,第7級,,4,6,[],ㄎㄨㄥˋ ㄍㄨㄢˇ,kòng guǎn
11517,空缺,精熟,第7級,,3,1,"[['空缺', ['18982']]]",ㄎㄨㄥˋ ㄑㄩㄝ,kòng quē
11518,空隙,精熟,第7級,,5,4,"[['空隙', ['18983']]]",ㄎㄨㄥˋ ㄒㄧˋ,kòng xì
11519,口紅,精熟,第7級,,4,3,"[['口紅', ['18324']]]",ㄎㄡˇ ㄏㄨㄥˊ,kǒu hóng
11520,口角,精熟,第7級,,3,1,"[['口角', ['18327']]]",ㄎㄡˇ ㄐㄧㄠˇ,kǒu jiǎo
11521,口徑,精熟,第7級,,3,3,"[['口徑', ['18328']]]",ㄎㄡˇ ㄐㄧㄥˋ,kǒu jìng
11522,口口聲聲,精熟,第7級,,3,0,"[['口口聲聲', ['18320']]]",ㄎㄡˇ ㄎㄡˇ ㄕㄥ ㄕㄥ,kǒu kǒu shēng shēng
11523,口舌,精熟,第7級,,3,1,"[['口舌', ['18345']]]",ㄎㄡˇ ㄕㄜˊ,kǒu shé
11524,口頭禪,精熟,第7級,,3,1,"[['口頭禪', ['18315']]]",ㄎㄡˇ ㄊㄡˊ ㄔㄢˊ,kǒu tóu chán
11525,叩,精熟,第7級,,8,4,"[['叩', ['18359']]]",ㄎㄡˋ,kòu
11526,扣除,精熟,第7級,,3,2,"[['扣除', ['18379']]]",ㄎㄡˋ ㄔㄨˊ,kòu chú
11527,枯黃,精熟,第7級,,2,3,[],ㄎㄨ ㄏㄨㄤˊ,kū huáng
11528,枯竭,精熟,第7級,,4,5,"[['枯竭', ['18544']]]",ㄎㄨ ㄐㄧㄝˊ,kū jié
11529,哭哭啼啼,精熟,第7級,,4,1,[],ㄎㄨ ㄎㄨ ㄊㄧˊ ㄊㄧˊ,kū kū tí tí
11530,窟窿,精熟,第7級,,4,1,"[['窟窿', ['18563']]]",ㄎㄨ ˙ㄌㄨㄥ,kū long
11531,枯萎,精熟,第7級,,5,5,"[['枯萎', ['18550']]]",ㄎㄨ ㄨㄟ,kū wēi
11532,哭笑不得,精熟,第7級,,2,1,"[['哭笑不得', ['18558']]]",ㄎㄨ ㄒㄧㄠˋ ㄅㄨˋ ㄉㄜˊ,kū xiào bù dé
11533,苦不堪言,精熟,第7級,,3,3,"[['苦不堪言', ['18565']]]",ㄎㄨˇ ㄅㄨˋ ㄎㄢ ㄧㄢˊ,kǔ bù kān yán
11534,苦差事,精熟,第7級,,2,1,[],ㄎㄨˇ ㄔㄞ  ㄕˋ,kǔ chāi shì
11535,苦楚,精熟,第7級,,3,1,"[['苦楚', ['18603']]]",ㄎㄨˇ ㄔㄨˇ,kǔ chǔ
11536,苦讀,精熟,第7級,,4,3,[],ㄎㄨˇ ㄉㄨˊ,kǔ dú
11537,苦幹,精熟,第7級,,3,1,"[['苦幹', ['18576']]]",ㄎㄨˇ ㄍㄢˋ,kǔ gàn
11538,苦海,精熟,第7級,,3,2,"[['苦海', ['18585']]]",ㄎㄨˇ ㄏㄞˇ,kǔ hǎi
11539,苦口婆心,精熟,第7級,,2,1,"[['苦口婆心', ['18582']]]",ㄎㄨˇ ㄎㄡˇ ㄆㄛˊ ㄒㄧㄣ,kǔ kǒu pó xīn
11540,苦澀,精熟,第7級,,5,6,"[['苦澀', ['18609']]]",ㄎㄨˇ ㄙㄜˋ,kǔ sè
11541,苦水,精熟,第7級,,2,4,"[['苦水', ['18605']]]",ㄎㄨˇ ㄕㄨㄟˇ,kǔ shuǐ
11542,苦思,精熟,第7級,,4,1,"[['苦思', ['18608']]]",ㄎㄨˇ ㄙ,kǔ sī
11543,苦於,精熟,第7級,,3,1,[],ㄎㄨˇ ㄩˊ,kǔ yú
11544,苦戰,精熟,第7級,,3,0,"[['苦戰', ['18596']]]",ㄎㄨˇ ㄓㄢˋ,kǔ zhàn
11545,苦衷,精熟,第7級,,3,1,"[['苦衷', ['18599']]]",ㄎㄨˇ ㄓㄨㄥ,kǔ zhōng
11546,酷愛,精熟,第7級,,3,1,"[['酷愛', ['18626']]]",ㄎㄨˋ ㄞˋ,kù ài
11547,酷似,精熟,第7級,,3,1,"[['酷似', ['18625']]]",ㄎㄨˋ ㄙˋ,kù sì
11548,酷刑,精熟,第7級,,4,1,"[['酷刑', ['18622']]]",ㄎㄨˋ ㄒㄧㄥˊ,kù xíng
11549,誇口,精熟,第7級,,2,1,"[['誇口', ['18630']]]",ㄎㄨㄚ ㄎㄡˇ,kuā kǒu
11550,誇耀,精熟,第7級,,4,1,"[['誇耀', ['18637']]]",ㄎㄨㄚ ㄧㄠˋ,kuā yào
11551,誇讚,精熟,第7級,,4,1,"[['誇讚', ['18636']]]",ㄎㄨㄚ ㄗㄢˋ,kuā zàn
11552,塊頭,精熟,第7級,,4,0,"[['塊頭', ['18701']]]",ㄎㄨㄞˋ ㄊㄡˊ,kuài tóu
11553,膾炙人口,精熟,第7級,,4,1,"[['膾炙人口', ['18716']]]",ㄎㄨㄞˋ ㄓˋ ㄖㄣˊ ㄎㄡˇ,kuài zhì rén kǒu
11554,劊子手,精熟,第7級,,3,2,"[['劊子手', ['18710']]]",ㄎㄨㄞˋ ˙ㄗ ㄕㄡˇ,kuài zi shǒu
11555,寬慰,精熟,第7級,,3,1,"[['寬慰', ['18792']]]",ㄎㄨㄢ ㄨㄟˋ,kuān wèi
11556,款項,精熟,第7級,,4,2,"[['款項', ['18799']]]",ㄎㄨㄢˇ ㄒㄧㄤˋ,kuǎn xiàng
11557,狂飆,精熟,第7級,,3,1,"[['狂飆', ['18858']]]",ㄎㄨㄤˊ ㄅㄧㄠ,kuáng biāo
11558,狂亂,精熟,第7級,,3,0,[],ㄎㄨㄤˊ ㄌㄨㄢˋ,kuáng luàn
11559,狂妄,精熟,第7級,,5,1,"[['狂妄', ['18874']]]",ㄎㄨㄤˊ ㄨㄤˋ,kuáng wàng
11560,礦,精熟,第7級,,4,8,"[['礦', ['18890']]]",ㄎㄨㄤˋ,kuàng
11561,曠野,精熟,第7級,,4,2,"[['曠野', ['18889']]]",ㄎㄨㄤˋ ㄧㄝˇ,kuàng yě
11562,虧欠,精熟,第7級,,2,3,"[['虧欠', ['18728']]]",ㄎㄨㄟ ㄑㄧㄢˋ,kuī qiàn
11563,窺視,精熟,第7級,,5,1,[],ㄎㄨㄟ ㄕˋ,kuī shì
11564,窺探,精熟,第7級,,4,1,"[['窺探', ['18720']]]",ㄎㄨㄟ ㄊㄢˋ,kuī tàn
11565,魁梧,精熟,第7級,,5,1,"[['魁梧', ['18743']]]",ㄎㄨㄟˊ ㄨˊ,kuí wú
11566,傀儡,精熟,第7級,,5,1,"[['傀儡', ['18747']]]",ㄎㄨㄟˇ ㄌㄟˇ,kuǐ lěi
11567,潰敗,精熟,第7級,,5,0,"[['潰敗', ['18760']]]",ㄎㄨㄟˋ ㄅㄞˋ,kuì bài
11568,愧疚,精熟,第7級,,5,4,"[['愧疚', ['18754']]]",ㄎㄨㄟˋ ㄐㄧㄡˋ,kuì jiù
11569,捆綁,精熟,第7級,,2,1,[],ㄎㄨㄣˇ ㄅㄤˇ,kǔn bǎng
11570,綑綁,精熟,第7級,,3,3,"[['綑綁', ['18824']]]",ㄎㄨㄣˇ ㄅㄤˇ,kǔn bǎng
